instruct.started,instruct.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,practice.started,practice.stopped,practicetrialskeys.keys,practicetrialskeys.rt,practicetrialskeys.duration,practicetrialss.thisRepN,practicetrialss.thisTrialN,practicetrialss.thisN,practicetrialss.thisIndex,practicetrialss.ran,text,letterColor,corrAns,congruent,RUready.started,RUready.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials.started,trials.stopped,key_resp_trials.keys,key_resp_trials.corr,key_resp_trials.rt,key_resp_trials.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,thanks.started,thanks.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.000199997,19.0794,y,18.0525,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,19.1036,20.6624,y,1.119099998,,0,0,0,0,1,yellow,yellow,y,yes,,,,,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,20.6644,22.2612,b,1.166699997,,0,1,1,1,1,green,blue,b,no,,,,,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,22.2619,23.5276,g,0.845899994,,0,2,2,2,1,green,green,g,yes,,,,,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,23.5286,25.0287,g,1.089599998,,0,3,3,3,1,red,green,g,no,,,,,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,25.0302,26.3455,y,0.8785,,0,4,4,4,1,blue,yellow,y,no,,,,,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,,,,,26.3459,28.7458,y,1.277400002,,,,,,,,,,,,,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,red,red,r,yes,,,,,,28.764,29.9961,r,1,0.835300003,,0,0,0,0,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,blue,blue,b,yes,,,,,,29.998,31.0458,b,1,0.661700005,,0,1,1,1,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,yellow,green,g,no,,,,,,31.047,32.7125,g,1,1.265799995,,0,2,2,2,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,blue,green,g,no,,,,,,32.7138,34.6292,g,1,1.520400002,,0,3,3,3,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,green,green,g,yes,,,,,,34.6306,35.9782,g,1,0.953100006,,0,4,4,4,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,blue,red,r,no,,,,,,35.9796,37.396,r,1,1.028099998,,0,5,5,5,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,yellow,green,g,no,,,,,,37.3971,38.9283,g,1,1.136099998,,0,6,6,6,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,blue,green,g,no,,,,,,38.9298,40.2127,g,1,0.883200005,,0,7,7,7,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,green,green,g,yes,,,,,,40.214,41.6795,g,1,1.069900002,,0,8,8,8,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,yellow,yellow,y,yes,,,,,,41.6808,43.0125,y,1,0.943,,0,9,9,9,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,yellow,yellow,y,yes,,,,,,43.0129,44.2294,y,1,0.828800003,,0,10,10,10,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,green,green,g,yes,,,,,,44.2306,45.3962,g,1,0.767599998,,0,11,11,11,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,yellow,blue,b,no,,,,,,45.3975,47.2296,b,1,1.445,,0,12,12,12,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,green,red,r,no,,,,,,47.2307,48.8297,r,1,1.205099998,,0,13,13,13,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,red,red,r,yes,,,,,,48.8309,49.9289,r,1,0.710900002,,0,14,14,14,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,blue,blue,b,yes,,,,,,49.9297,51.6789,b,1,1.353899994,,0,15,15,15,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,red,yellow,y,no,,,,,,51.6804,53.2787,y,1,1.200600006,,0,16,16,16,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,red,yellow,y,no,,,,,,53.2791,54.5131,y,1,0.845,,0,17,17,17,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,green,yellow,y,no,,,,,,54.5141,55.9298,y,1,1.028699997,,0,18,18,18,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,blue,yellow,y,no,,,,,,55.9308,57.1967,y,1,0.878400002,,0,19,19,19,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,yellow,yellow,y,yes,,,,,,57.1978,58.4967,y,1,0.902699997,,0,20,20,20,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,red,red,r,yes,,,,,,58.498,59.7799,r,1,0.895299995,,0,21,21,21,1,,,,,
,,,,,B03PRESH,001,2024-10-24_17h12.32.861,strooptdcs,2024.2.1,MacIntel,59.52380952,,,,,,,,,,,green,green,g,yes,,,,,,59.781,61.0968,g,1,0.919899994,,0,22,22,22,1,,,,,
