instruct.started,instruct.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,practice.started,practice.stopped,practicetrialskeys.keys,practicetrialskeys.rt,practicetrialskeys.duration,practicetrialss.thisRepN,practicetrialss.thisTrialN,practicetrialss.thisN,practicetrialss.thisIndex,practicetrialss.ran,text,letterColor,corrAns,congruent,RUready.started,RUready.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials.started,trials.stopped,key_resp_trials.keys,key_resp_trials.corr,key_resp_trials.rt,key_resp_trials.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,thanks.started,thanks.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.000199997,5.1775,y,4.161900002,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,5.199099998,6.611099998,y,0.971,,0,0,0,0,1,yellow,yellow,y,yes,,,,,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,6.612799995,7.927400002,b,0.8725,,0,1,1,1,1,green,blue,b,no,,,,,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,7.928199997,8.910099998,g,0.554199997,,0,2,2,2,1,green,green,g,yes,,,,,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,8.911299995,9.861099998,g,0.5395,,0,3,3,3,1,red,green,g,no,,,,,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,9.8625,10.9935,y,0.694200005,,0,4,4,4,1,blue,yellow,y,no,,,,,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,10.9939,12.9435,y,0.832300003,,,,,,,,,,,,,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,red,red,r,yes,,,,,,12.9593,14.5604,r,1,1.200300003,,0,0,0,0,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,blue,blue,b,yes,,,,,,14.5618,15.5777,b,1,0.621300003,,0,1,1,1,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,yellow,green,g,no,,,,,,15.579,16.5603,g,1,0.584400002,,0,2,2,2,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,blue,green,g,no,,,,,,16.5613,17.5775,g,1,0.628100006,,0,3,3,3,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,green,green,g,yes,,,,,,17.5788,18.411,g,1,0.446200005,,0,4,4,4,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,blue,red,r,no,,,,,,18.4123,19.5609,r,1,0.761099998,,0,5,5,5,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,yellow,green,g,no,,,,,,19.5623,20.5613,g,1,0.611699997,,0,6,6,6,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,blue,green,g,no,,,,,,20.5624,21.5435,g,1,0.583699997,,0,7,7,7,1,,,,,
,,,,,B08POSTTR,2,2024-12-02_12h38.07.424,strooptdcs_posttest,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,green,green,g,yes,,,,,,21.5446,22.3444,g,1,0.401299995,,0,8,8,8,1,,,,,
