instruct.started,instruct.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,practice.started,practice.stopped,practicetrialskeys.keys,practicetrialskeys.rt,practicetrialskeys.duration,practicetrialss.thisRepN,practicetrialss.thisTrialN,practicetrialss.thisN,practicetrialss.thisIndex,practicetrialss.ran,text,letterColor,corrAns,congruent,RUready.started,RUready.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trials.started,trials.stopped,key_resp_trials.keys,key_resp_trials.corr,key_resp_trials.rt,key_resp_trials.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,thanks.started,thanks.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.000299995,24.9809,y,23.9518,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,25.0044,26.7967,y,1.363599998,,0,0,0,0,1,yellow,yellow,y,yes,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,26.7981,28.7136,b,1.473599998,,0,1,1,1,1,green,blue,b,no,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,28.7141,30.5971,g,1.448,,0,2,2,2,1,green,green,g,yes,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,30.5986,32.0803,r,1.0445,,0,3,3,3,1,red,green,g,no,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,32.0816,35.2803,y,2.773199997,,0,4,4,4,1,blue,yellow,y,no,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,,,,,35.2806,42.0143,y,5.616700005,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,red,red,r,yes,,,,,,42.0335,43.564,r,1,1.145,,0,0,0,0,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,blue,blue,b,yes,,,,,,43.5649,44.9642,b,1,1.011700005,,0,1,1,1,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,yellow,green,g,no,,,,,,44.9656,47.2636,g,1,1.903099998,,0,2,2,2,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,blue,green,g,no,,,,,,47.265,48.8473,g,1,1.194300003,,0,3,3,3,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,green,green,g,yes,,,,,,48.8483,50.0638,g,1,0.826,,0,4,4,4,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,blue,red,r,no,,,,,,50.0647,51.4978,r,1,1.045199997,,0,5,5,5,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,yellow,green,g,no,,,,,,51.4992,52.831,g,1,0.944299995,,0,6,6,6,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,blue,green,g,no,,,,,,52.8321,54.0643,g,1,0.835599998,,0,7,7,7,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,green,green,g,yes,,,,,,54.0653,54.9807,g,1,0.517599998,,0,8,8,8,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,yellow,yellow,y,yes,,,,,,54.9819,56.6469,y,1,1.277599998,,0,9,9,9,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,yellow,yellow,y,yes,,,,,,56.6475,57.7979,y,1,0.76,,0,10,10,10,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,green,green,g,yes,,,,,,57.7989,59.0469,g,1,0.854,,0,11,11,11,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,yellow,blue,b,no,,,,,,59.048,60.6969,b,1,1.254099998,,0,12,12,12,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,green,red,r,no,,,,,,60.6981,62.0646,r,1,0.977800003,,0,13,13,13,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,red,red,r,yes,,,,,,62.0657,63.298,r,1,0.835,,0,14,14,14,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,blue,blue,b,yes,,,,,,63.2992,64.7644,b,1,1.069,,0,15,15,15,1,,,,,
,,,,,S02PRETR,001,2025-02-14_09h16.35.420,strooptdcs,2024.2.1,MacIntel,58.13953488,,,,,,,,,,,red,yellow,y,no,,,,,,64.7655,66.3481,y,1,1.194599998,,0,16,16,16,1,,,,,
